"","id","review_date","location","restaurant_name","review"
"18","rn577329845","Reviewed 2 weeks ago "," Kata Beach","odysseus greek organic restaurant","We visited Odysseus because we needed a little change from all the Thai food and it was a great choice. The food was tasty with the authentic Greek flavor. Both my partner and I had the chicken souvlaki wraps and a glass of wine each....More"
"19","rn577298219","Reviewed 2 weeks ago "," Kata Beach","odysseus greek organic restaurant","Saw the TA reviews and thought we’d give it a try on the way back from a trip to Chalong Temple. Service was great and the owner made a terrific atmosphere in the restaurant with his personable nature and singing whilst cooking. Food was delicious,...More"
"20","rn577106257","Reviewed 2 weeks ago "," Kata Beach","odysseus greek organic restaurant","We went out for dinner and stopped at this Greek Restaurant. The food was fresh, healthy and light. The owner Dimitri is very friendly and we went 6 times to this amazing place :)"
"21","rn577006674","Reviewed 2 weeks ago "," Kata Beach","odysseus greek organic restaurant","I regret I wait till my last night in Kala to visit Odysseus. I had a delicious Mousaka with a glass of wine. I also tried the most delicious tzatziki and hummus I've had in sooo long. The restaurant has a great atmosphere and the...More"
"22","rn576973380","Reviewed 2 weeks ago "," Kata Beach","odysseus greek organic restaurant","This restaurant is amazing. Dimitri the owner is very passionate about what he does, and is such a friendly guy. The food was delicious, healthy and organic. We can't stop coming back and have literally been eating here every 2 days!"
"23","rn576050273","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","Top top top!! Was looking for a Thai restaurant when we stumbled across Odysseus... What a great find! Authentic Greek cuisine made from scratch and organic where they could manage. Had the tzatziki starter with pita (homemade Greek yogurt and pita!!) Along with a beef...More"
"24","rn575986029","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","We were welcomed right away at this restaurant by the lovely servers and owner. The restaurant has a wide selection of Greek food that were fantastic after a day in the sun. It was perfect to taste olive oil again. We started off with the...More"
"25","rn575963181","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","The service and owner were lovely and welcoming. The food we both had was nice and a good price too. We shared houmous with pitta to start, mousakka and chicken slouvaki for our mains with a side of fried potatoes. We drank Chang and bottled...More"
"26","rn575819408","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","The food is excellent. Lovely place with Greek music.
The service fast and very polite. Definitely i will come back."
"27","rn575816930","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","Everything was perfect! The food was very delicious and taste! Perfect products! Good job! Keep up the good work!"
"28","rn575619206","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","Authentic Greek cuisine. Excellent food. We had grape leaves, beef souvlaki, and pita and tzatziki sauce. Everything was amazing. Great flavor and fresh ingredients. Highly recommend."
"29","rn575528202","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","It’s a shame this restaurant is not on the Main Street of Kata and most people miss it. We stayed in Kata for 8 days and visited and checked places to eat and Odysseus is by far the best restaurant we’ve been to. Reasonably priced...More"
"30","rn575179175","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","Greek cuisine! The best cuisine!! Very good restaurant! The food was very nice and tasty! Recommended!"
"31","rn575120133","Reviewed 3 weeks ago "," Kata Beach","odysseus greek organic restaurant","Had high expectations with all the good reviews. Very disappointed. also pita bread is thick, seems to be store bought."
"32","rn574908081","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Absolutely delicious- had the hommus and pita for entree, grilled chicken with taiziki and salad, the mousaka a must!!! Then to finish a raw chocolate brownie which was super tasty"
"33","rn574857703","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Family wanted something a little different for dinner. I searched TripAdvisor and found this restaurant. Oh my goodness it did not disappoint. The chicken souvlaki pita wrap. I have not had one since going to Greece and was not disappointed. My family and I will...More"
"34","rn574710606","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Excellent food, great service, fantastic price and even better company! The spaghetti I order was fast, efficient and the best tasting spaghetti I have ever tasted! Let alone the Odysseus play for 3 is highly recommended"
"35","rn574702471","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Excellent restaurant... the manager is a very cool and friendly person. He knows all about food.. we really Recommend this place for the food and the atmosphere!!!
The Italian couple!!!!"
"36","rn574659513","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","The staff is very friendly and the food is beyond belief, fresh every ingredient is coming from a selected area!
Recommended!"
"37","rn574495816","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Enjoyed a beautiful lunch eating traditional Greek food in Phuket.
Great service and great staff
Highly Recommend!"
"38","rn574495803","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Best Greek food in Kata Phuket. Great service and friendly staff.
Would recommend to all travellers."
"39","rn574311326","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Only one little hiccup but it was NOT the food, hence still the <f0><U+009F><U+008C><U+009F> <f0><U+009F><U+008C><U+009F> <f0><U+009F><U+008C><U+009F> <f0><U+009F><U+008C><U+009F> <f0><U+009F><U+008C><U+009F> review. Plan on eating here again during our trip and will update. Owner is very passionate about his craft and it shows in the food. The hummus...More"
"40","rn574169116","Reviewed 4 weeks ago "," Kata Beach","odysseus greek organic restaurant","Great food and service, I particularly loved the beef bifteki and eggplant with tomato and feta. The owner/chef was extremely passionate about his food and so welcoming. Good wine!! Reasonably priced and a great night overall."
"41","rn573429647","Reviewed 5 weeks ago "," Kata Beach","odysseus greek organic restaurant","Best pita wrap I’ve had in a very long time. Fantastic service, unique and nice atmosphere. Thank you!"
"42","rn573380240","Reviewed April 14, 2018 "," Kata Beach","odysseus greek organic restaurant","Lovley & super friendly staff!! The tzatzki and feta was the best, and the chicken souvlaki. Good place for family and couples, calm and beautiful. Gives you a good feeling of Greece."
"43","rn573232560","Reviewed April 14, 2018 "," Kata Beach","odysseus greek organic restaurant","Best meal we had in Phuket. Stumbled upon this place by accident and I’m glad we did. The owner is about as personable as they come. Afte greeting you and explaining the menu he jumps into the back to cook. The food was amazing, portions...More"
"44","rn573190853","Reviewed April 13, 2018 "," Kata Beach","odysseus greek organic restaurant","Great food! Demetrius is owner, chef and primary entertainer!! He's really into his place!! Located in Palm Square. Great night spot as well. Highly recommended!!"
"45","rn572985329","Reviewed April 12, 2018 "," Kata Beach","odysseus greek organic restaurant","we visited Odysseus twice on our recent visit to Kata Beach. Great host and wonderful food. added bonus was the extra free beer!"
"46","rn572818753","Reviewed April 12, 2018 "," Kata Beach","odysseus greek organic restaurant","We went there (2 couples), and I felt like going home to my favourite restaurant. Everyone very friendly and Chef Dimitiris came out to give us his recommendations. Pretty much the service you would pay in Europe for a really expensive restaurant. Also he invited...More"
"47","rn572806114","Reviewed April 12, 2018 "," Kata Beach","odysseus greek organic restaurant","Food here was super tasty. Everything is freshly made, best feta ever, tzaziki was amazing. The owner of this restaurant, whom was super friendly, knows what he's doing. Never expected to find such good Greek food in a different country than Greece itself. Definitely worth...More"
"48","rn572783341","Reviewed April 11, 2018 "," Kata Beach","odysseus greek organic restaurant","This is some of the best Greek food I have ever eaten, including in Greece!
The owner is incredibly friendly and polite too.
What a find!"
"49","rn572648768","Reviewed April 11, 2018 "," Kata Beach","odysseus greek organic restaurant","Very welcoming experience. Chef took time to explain some of the seasonings on the dishes and even subbed in some tasty vegetables to meet our healthy preferences.
Would definitely reccomend a visit while in town."
"50","rn572424712","Reviewed April 10, 2018 "," Kata Beach","odysseus greek organic restaurant","Very fresh, well prepared, and presented. Friendly staff, quick service. Loved the California wine with the fresh Mediterranean flavors. Kids happily stuffed themselves with HEALTHY food - love to see that! The owner is fun and friendly which sets a great tone for the whole...More"
"51","rn572177265","Reviewed April 9, 2018 "," Kata Beach","odysseus greek organic restaurant","This restaurant popped up on TripAdvisor enough times that I finally gave in. Solo dinner and it was amazing! Service was spectacular - from the manager, servers and cooks. All were smiling and welcoming, adding to the lovely ambiance. Great music playing too. I had...More"
"52","rn572135416","Reviewed April 9, 2018 "," Kata Beach","odysseus greek organic restaurant","My friends and I stopped here after a day of enjoying the beach. The food was nothing short of phenomenal, top to bottom. I had the beef bifteki, and shared the mushroom and olives appetizers. I would wholehartedly recommend all three. The tzaziki sause is...More"
"53","rn572131898","Reviewed April 9, 2018 "," Kata Beach","odysseus greek organic restaurant","The owner was incredibly kind and passionate about his food. The meals were delicious as well as great presentation. The beef bifteki melted in my mouth. Although I am not a mushroom lover- I must say the grilled mushroom was simply divine. In closing, the...More"
"54","rn572047120","Reviewed April 8, 2018 "," Kata Beach","odysseus greek organic restaurant","It’s been an outstanding pleasure to eat at Odysseus. My girlfriend searched online for a place with both vegetarian and non-veg options. Finding places with clean food in Asia is challenging already, and she has the added challenge of a boyfriend grown up in Italy....More"
"55","rn571900383","Reviewed April 8, 2018 "," Kata Beach","odysseus greek organic restaurant","Healthy and authentic greek food.
Nice and welcoming owner. You can see the kitchen and how the food is prepared."
"56","rn571863897","Reviewed April 8, 2018 "," Kata Beach","odysseus greek organic restaurant","We arrived with high expectations given the reviews here on TripAdvisor and let me tell you, these expectations were exceeded.
The food was wonderful and the owner was such a blast, he has so much passion for his restaurant and will occasionally sing and dance...More"
"57","rn571683032","Reviewed April 7, 2018 "," Kata Beach","odysseus greek organic restaurant","It’s a pleasure to visit this restaurant. The Greek chef-owner that can talk a long time about his kitchen and insure that he isn’t a Pinocchio.
To tell the truth We’ve never been before in Greek restaurants, but I suppose with such an attitude, this...More"
"58","rn571574298","Reviewed April 6, 2018 "," Kata Beach","odysseus greek organic restaurant","Delicious well made Greek food, lovely friendly staff especially the manager, felt very comfortable and welcome. Would defiantly recommend. <f0><U+009F><U+0098><U+008A>"
"59","rn571246426","Reviewed April 5, 2018 "," Kata Beach","odysseus greek organic restaurant","The food was very tasty.
We tried pork souvlaki and bifteki. For starter we had a greek salad.
Everything tasted clean and fresh.
The staff was friendly."
"60","rn571208476","Reviewed April 5, 2018 "," Kata Beach","odysseus greek organic restaurant","Very hospitable and desperate chief. Small green corner in hot Thai! <U+041E><U+0447><U+0435><U+043D><U+044C> <U+0432><U+0435><U+0441><U+0435><U+043B><U+044B><U+0439> <U+0438> <U+043E><U+0442><U+0447><U+0430><U+044F><U+043D><U+043D><U+044B><U+0439> <U+0445><U+043E><U+0437><U+044F><U+0438><U+043D>. <U+041C><U+0430><U+043B><U+0435><U+043D><U+044C><U+043A><U+0438><U+0439> <U+0443><U+0433><U+043E><U+043B><U+043E><U+043A> <U+0413><U+0440><U+0435><U+0446><U+0438><U+0438> <U+0432> <U+0436><U+0430><U+0440><U+043A><U+043E><U+043C> <U+0422><U+0430><U+0438><U+043B><U+0430><U+043D><U+0434><U+0435>."
"61","rn571050797","Reviewed April 4, 2018 "," Kata Beach","odysseus greek organic restaurant","We went to this restaurant thinking it’s the best we will have in Phuket on our last night. Well, we were very disappointed. The place itself is nothing special similar to all restaurants in Phuket. The food , well , 1 st option not available...More"
"62","rn571021576","Reviewed April 4, 2018 "," Kata Beach","odysseus greek organic restaurant","Great food and quick service - Dimitri is full of beans and wants everybody to enjoy the experience - mousaka was just like mamas yum <f0><U+009F><U+0098><U+008B>"
"63","rn570946610","Reviewed April 4, 2018 "," Kata Beach","odysseus greek organic restaurant","After a week in Thailand, we were bored of Thai food and we were looking for something different - that's when we found this Greek restaurant. As Greeks ourselves we were quite surprised that there was a Greek restaurant in Phuket so we had to...More"
"64","rn570933803","Reviewed April 3, 2018 "," Kata Beach","odysseus greek organic restaurant","Forget thai food! This place is GREAT! In every sense of the word. Great food, great environment, and great service! We were treated by the owner (a funny charismatic hyper guy) who really knew about the food and the Greek culture. Would come here again...More"
"65","rn570920643","Reviewed April 3, 2018 "," Kata Beach","odysseus greek organic restaurant","The food is fresh, quick and soooo tasty. Cooked to perfection. Souvlaki just like in Greece with chips. Tzariki is divine.
Been here twice and the owner, chef Dimitri is just lovely. He has bought new high chairs with straps for the infants and dances...More"
"66","rn570774271","Reviewed April 3, 2018 "," Kata Beach","odysseus greek organic restaurant","Situated in the palm court, this little restaurant is well sign-posted and easy to find and I’m so glad we did! Simply delicious Greek food (and I’m fussy!) - my partner and I both loved our meals, meat was fresh juicy and beautiful, fries were...More"
"67","rn570745696","Reviewed April 3, 2018 "," Kata Beach","odysseus greek organic restaurant","I love Mediterranean food, and Odysseus served up some delicious authentic food.
My girlfriend is also gluten, dairy, and corn free and the chef was able to accommodate these food allergies with her meal which was very nice.
The chef was great, full of energy,...More"
"68","rn570730219","Reviewed April 3, 2018 "," Kata Beach","odysseus greek organic restaurant","Great service! Great accommodations! Great food! Accommodated my allergy to gluten, dairy, and corn with a custom meal! Delicious too!"
"69","rn570647751","Reviewed April 2, 2018 "," Kata Beach","odysseus greek organic restaurant","Was expecting big things and left totally disappointed the food was ok the timing of the food was terrible the owner seemed high on drugs the food i had was ok but the other quests in my party were far from Happy don't know where...More"
"70","rn570301362","Reviewed April 1, 2018 "," Kata Beach","odysseus greek organic restaurant","Great friendly service and food. We tried Greek salad, chicken and moussaka. All very tasty and exceeded expectations!"
"71","rn570083819","Reviewed April 1, 2018 "," Kata Beach","odysseus greek organic restaurant","Where to start , such a nice place for a meal .
The owner is a fantastic guy , so friendly , an makes all his own food .
Fast efficient service , an did I mention YUM , has to be the best moussaka...More"
"72","rn569897282","Reviewed March 31, 2018 "," Kata Beach","odysseus greek organic restaurant","Certainly, one of the best restaurants on the island. Ingredients in food are incredible. Souvlaki is unbeliviably delicious, meal is as tasty as you can find in Greece."
"73","rn569670457","Reviewed March 30, 2018 "," Kata Beach","odysseus greek organic restaurant","It’s my first time to try greek food and i can’t get enough i didnt expected it will be that good !!! The saganaki was more than amAzing ! I recommend the mousaka as a main dish !! And add some lemon with it !!!...More"
"74","rn569600054","Reviewed March 29, 2018 "," Kata Beach","odysseus greek organic restaurant","Very good and fresh food. We had the Greek salad, tzatziki and pork pita sandwich. My husband is greek and he enjoyed the food. Definitely recommend!"
"75","rn569587526","Reviewed March 29, 2018 "," Kata Beach","odysseus greek organic restaurant","We ate here twice and both times we satisfying. We ate chicken, rice and chips, all food was fresh and pretty good quality the chicken was well cooked. Our 2.5 yr old had pasta and it was actually nice...
Staff were friendly and the prices...More"
"76","rn569586644","Reviewed March 29, 2018 "," Kata Beach","odysseus greek organic restaurant","So, so tasty and healthy mediterranean food. The best u can get. Everything is extraordinaire and clean. The staff are so friendly and Dimitris everyday is kind, helpful, always with a big smile! He makes you feel like home. Just perfect!"
"77","rn569479969","Reviewed March 29, 2018 "," Kata Beach","odysseus greek organic restaurant","Visited this as we were having a night off Thai food, and were not at all disappointed. Some of the best food we have had all
Holiday, and I would totally recommend if you’re on Phuket!
Service was great, prices reasonable.
EXCELLENT!"
"78","rn569268534","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","If you visit Phuket, you HAVE to visit this place. Everything was just amazing. The staff were wonderful and very friendly but don’t know much English but that doesn’t matter. The food was AMAZING. I had the chicken souvlaki and so did my sister and...More"
"79","rn569265865","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","must come to Odysseus! The owner Dimitrios was amazing and food matches! I had the souvlaki and it was delishious! Would recommend this place to everyone! the waitresses were average but the meals were super fast and full of fresh ingredients and great flavour. I...More"
"80","rn569265652","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","The best greek food i have ever had! The owner/chef is so friendly and will definitely come back here the next time i am in phuket!!"
"81","rn569259491","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","The ambience is amazing and the staff do their best to provide an excellent service !
A fabulous authentic place with only the best Greek food!
See you soon!"
"82","rn569239526","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","After a few weeks of only eating Thai food this was a welcomed treat. Fresh, tasty and served with a friendly smile by the owner."
"83","rn569234903","Reviewed March 28, 2018 "," Kata Beach","odysseus greek organic restaurant","The place is nice and the food is amazing. There were no more moussaka but the owner arranged us to get vegetarian option.
We also tried the beef, it was just excellent.
You definitely have to go there"
"84","rn568892815","Reviewed March 26, 2018 "," Kata Beach","odysseus greek organic restaurant","We've been there 3 times and every-time food was amazing. Someone has to call the Michelin to check this place :)"
"85","rn568807908","Reviewed March 26, 2018 "," Kata Beach","odysseus greek organic restaurant","I have come here twice during my stay! Came back the second time with my parents because it was so yummy. The owner is lovely and accommodated well for my vegan diet while my family loved their meals (they eat meat). Not oily, perfectly cooked...More"
"86","rn568806389","Reviewed March 26, 2018 "," Kata Beach","odysseus greek organic restaurant","I'd been sick and the lovely owner made a dish tailored to my gentle stomach! It was the first meal I had eaten in Thailand that I was able to eat with gusto. As my stomach was quite gentle he made the food simple but...More"
"87","rn568456989","Reviewed March 24, 2018 "," Kata Beach","odysseus greek organic restaurant","First time in Phuket Thailand so a little unsure with the food, however as we have visited Greece many of times we came across this restaurant and WOW what amazing food, the owner shows full passion in providing beautiful meals for his customers. me and...More"
"88","rn568271580","Reviewed March 23, 2018 "," Kata Beach","odysseus greek organic restaurant","Delicious Greek food at the heart of Phuket! Suvlaki pita wrap as good as in Athens :)! No greek wine but that’s probably too much to expect in Phuket :)
Attentive and professional Chef Dmitros. Thank you"
"89","rn568207888","Reviewed March 23, 2018 "," Kata Beach","odysseus greek organic restaurant","Visited the restaurant for lunch during vacation.
We were quickly greeted by the owner, who gave a brief introduction to the menu.
He put special focus on which menus were a 100% organic, and which who had elements that were’nt.
He made some variations that...More"
"90","rn568172068","Reviewed March 22, 2018 "," Kata Beach","odysseus greek organic restaurant","Never thought I would have good Greek food in Thailand. Myself and the folks I am traveling with are from NJ-the state were Greek diners abound. Can’t compare with food from actual Greece, cause I haven’t been yet, but the food at this place was...More"
"91","rn568078666","Reviewed March 22, 2018 "," Kata Beach","odysseus greek organic restaurant","Owner extremely attentive to his customers and very generous,very tasty food and filling.nice atmosphere and good service."
"92","rn567680894","Reviewed March 20, 2018 "," Kata Beach","odysseus greek organic restaurant","Good food and nice staff. Authentic greek food that i imagine lives up to every food critics standard! <U+263A><U+FE0F>"
"93","rn567474062","Reviewed March 19, 2018 "," Kata Beach","odysseus greek organic restaurant","Very nice and fresh Greek food and kind hospitality by the Chef Dimitris, for sure will introduce Odysseus to friends"
"94","rn567426621","Reviewed March 19, 2018 "," Kata Beach","odysseus greek organic restaurant","Had the Greek Salad, and Chicken Souvlaki. Both dishes were phenomenal. The staff and head chef were all very friendly and helpful."
"95","rn567425161","Reviewed March 19, 2018 "," Kata Beach","odysseus greek organic restaurant","Greek salad was very good, almost like in Greece. Chicken souvlaki also known as gyros pita was just like in Greece. Big portions, fresh products, tasty. Menu is small and Greek cuisine only, no Thai food, reasonable prices. Very friendly staff, this place is new...More"
"96","rn566781341","Reviewed March 15, 2018 "," Kata Beach","odysseus greek organic restaurant","Stopped in by chance while looking for a quick lunch on the way to the beach, absolutely stunned to find authentic and delicious Greek food at reasonable prices in Thailand.
Prices are slightly inflated due to the difficulty in obtaining certain ingredients, and some menu...More"
"97","rn566759349","Reviewed March 15, 2018 "," Kata Beach","odysseus greek organic restaurant","Yesterday we visit Odysseus restaurant and as we are Greek we were a bit more strict with the food but the quality and the service was perfect! The meat so fresh and well cooked! The portion exactly as in Greece, big and full of tasty!...More"
"98","rn566759120","Reviewed March 15, 2018 "," Kata Beach","odysseus greek organic restaurant","We had pork souvlaki wraps and a green salad, both really tasty and generous portions. True also of the house wine! Fresh produce and friendly staff. Will definitely go again."
"99","rn566623111","Reviewed March 15, 2018 "," Kata Beach","odysseus greek organic restaurant","The food is really good, the owner is really helpful and doesn't mind changing dishes, many options for gluten free, lactose free and vegan.
Ask the owner his shoe size and you can be ready for a laugh!
Good service!"
"100","rn566595592","Reviewed March 14, 2018 "," Kata Beach","odysseus greek organic restaurant","Service was excellent...i got the moussaka which he said would be a twenty min wait...and showed me it going into the oven... was so nice to get it straight from the oven. Although i love thai food it's nice to have a change . Thanks...More"
"101","rn577252847","Reviewed 2 weeks ago "," Kata Beach","istanbul turkish restaurant","second time to Phuket and couldn't go past visiting this restaurant. Food is amazing and very authentic, and the jewellery on display to buy is beautiful. We will definitely be back again on our next visit to Phuket. ."
"102","rn574374155","Reviewed 4 weeks ago "," Kata Beach","istanbul turkish restaurant","Tonight my husband, Master 14 and Miss 11 ventured from Karon based on the recommendations in TripAdvisor and we were certainly not disappointed. Lovely owners and very friendly staff and the food is truely amazing! We had the share platter.... great variety and easy as...More"
"103","rn573460240","Reviewed 5 weeks ago "," Kata Beach","istanbul turkish restaurant","A very pleasant place to have diner, where great turkish food is served. The owners are very friendly and welcoming. While waiting for the order we enjoyed a basket of pita bread for free! The yoghurt and eggplant dips are fantastic!
Thank youMore"
"104","rn572977865","Reviewed April 12, 2018 "," Kata Beach","istanbul turkish restaurant","Yum! Platter for two was more than enough for myself and husband (both have big appetites). Owners were there waiting tables. Very friend and we enjoyed the food immensely. If you like bread and cheese you will be a fan.More"
"105","rn572406492","Reviewed April 10, 2018 "," Kata Beach","istanbul turkish restaurant","Really nice welcoming restaurant on the road side, worth the walk! sat looking out into the street we were given warm Turkish bread (free) with butter to get us going whilst ordering Chicken skewers and Rice. Service was good, food was delicious, very authentic and...More"
"106","rn572337747","Reviewed April 9, 2018 "," Kata Beach","istanbul turkish restaurant","Nice ambiance, warm and friendly staff and very delicious dishes. I recommend everyone to try the Soufflé as well. Cannot wait to come again."
"107","rn572337475","Reviewed April 9, 2018 "," Kata Beach","istanbul turkish restaurant","Super tasty food. Perfect service and perfect location. Very friendly and family atmosphere. We will come back."
"108","rn571575446","Reviewed April 6, 2018 "," Kata Beach","istanbul turkish restaurant","We have a holiday home at Kata and felt like something different. The reviews in Tripadvisor were great and booked in for dinner. Delicious authentic home cooking and warm hospitality that is reasonably priced. Its at the top of our favourites list. Breakfast is also...More"
"109","rn569203846","Reviewed March 27, 2018 "," Kata Beach","istanbul turkish restaurant","We found this restaurant via Trip Advisor and are glad we did. The restaurant is a little walk (10 mins) from the main beach entrance in Kata and so is not a place you just stumble across.
You can easily get a tuk tuk or...More"
"110","rn567669628","Reviewed March 20, 2018 "," Kata Beach","istanbul turkish restaurant","We went here for breakfast and we were so satisfied after our meal. The food was amazing and so was the staff and owners, we truly felt at home. Being Turkish myself I thought the food was just as good as you would get in...More"
"111","rn566879785","Reviewed March 16, 2018 "," Kata Beach","istanbul turkish restaurant","When we want eat Turkish food , we just go to Istanbul restaurant because friendly person ,make great Turkish food by hand made ,can’t find better than this restaurant in thailand<f0><U+009F><U+0091><U+008C><U+2B50><U+FE0F><U+2B50><U+FE0F>"
"112","rn566635561","Reviewed March 15, 2018 "," Kata Beach","istanbul turkish restaurant","I Come back again today, and the food Was more delicious than the the last time i was here. Good quality and service. The Price i acceptable. Will recomande this place"
"113","rn565797019","Reviewed March 11, 2018 "," Kata Beach","istanbul turkish restaurant","This is a must when coming to Phuket. Just up the hill from Kata. Great food from the complimentary bread which is baked fresh for you to the many Turkish dishes available. Service was great too.
10 outa 10More"
"114","rn565749249","Reviewed March 10, 2018 "," Kata Beach","istanbul turkish restaurant","knowing all our food is hand made, inc our cream, bread, butter makes me feek more comftable. love love love this place. had breakfast here every single day food is made with love. shop owner also sells hand made turkish suvernirs."
"115","rn565386979","Reviewed March 8, 2018 "," Kata Beach","istanbul turkish restaurant","I’ve visited this place with my friends, I can definitely recommend it! The food is very delicious, very nice atmosphere and perfect service. I felt like I’m back to Turkey! Thank you very much for taking care about your customers, I’d come back again and...More"
"116","rn565109363","Reviewed March 7, 2018 "," Kata Beach","istanbul turkish restaurant","I can only recommend to anybody who stay in Phuket - I visited that place over 10 times in 3 years. Everything was every time finest"
"117","rn564195195","Reviewed March 3, 2018 "," Kata Beach","istanbul turkish restaurant","We had a best night Turkish food restaurant has always been my favourite especially after a few visits to Turkey and the Middle East.
The middle range good restaurant very tasty. The chicken shish and some nana and seasoned was good enough. The best part...More"
